name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,08/31/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,08/31/2002,06/30/2002,05/31/2002,03/31/2002,12/31/2001,09/30/2001,08/31/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,08/31/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,08/31/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994
NetIncomeFromContinuingAndDiscontinuedOperation,"-11,000,000","320,000,000","-119,000,000","-60,000,000","-152,000,000","-64,000,000","-313,000,000","-352,000,000","-3,000,000","80,000,000","368,000,000","286,000,000","186,000,000","303,000,000","322,000,000","209,000,000","253,000,000","92,000,000","104,000,000","210,000,000","158,000,000","126,000,000","107,000,000","347,000,000","182,000,000","163,000,000","85,000,000","212,000,000","98,000,000","254,000,000","144,000,000","155,000,000","70,000,000","123,000,000","19,000,000","119,000,000","56,000,000","15,000,000","-34,000,000","82,000,000","-2,000,000","17,000,000","-33,000,000","62,000,000","-60,000,000","-6,000,000","-58,000,000","19,000,000","-84,000,000","-70,000,000","-55,000,000","-68,000,000","-59,000,000","122,000,000","54,000,000","190,000,000","61,000,000","294,000,000","97,000,000","149,000,000","187,000,000","196,000,000","40,000,000","330,000,000","172,000,000","74,000,000","-5,000,000","91,000,000","6,000,000","61,000,000","-47,000,000","17,000,000","-31,000,000","126,000,000","-64,000,000","-64,000,000","-14,000,000","-34,000,000","-9,000,000","-38,000,000","-38,000,000","24,000,000","24,000,000","-11,000,000","-20,000,000","-6,000,000","-6,000,000","49,000,000","32,000,000","286,000,000","-17,000,000","-17,000,000","-50,000,000","-57,000,000","59,000,000","31,000,000","-32,000,000","61,000,000","45,000,000","243,000,000","4,000,000","66,000,000","30,000,000","9,000,000","6,000,000","26,000,000","6,000,000","-6,000,000","-2,000,000","7,000,000","-12,000,000","-110,000,000","-4,000,000","-3,000,000","-14,000,000","-12,000,000","11,000,000",,"-18,000,000"
NormalizedIncome,"-240,950,000","93,700,000","-123,511,278.195","-60,000,000","-152,000,000","-214,380,000","-312,187,660.668","-352,885,572.139","-2,270,000","79,089,887.64","96,914,893.617","231,032,679.739","181,052,356.021","114,572,519.084","-171,200,000","209,925,438.596","134,846,153.846","81,009,090.909","62,571,428.571","182,502,092.05","147,800,000","118,800,000","85,740,157.48","187,537,859.008","144,200,000","139,600,000","77,765,957.447","184,646,288.21","92,600,000","131,800,000","137,278,145.695","157,741,379.31","69,350,000","64,586,206.897","3,650,000","97,462,686.567","20,900,000","8,500,000","-34,650,000","81,126,315.789","-52,793,650.794","14,333,333.333","-33,650,000","62,320,000","-62,250,000","-4,650,000","-57,075,757.576","21,307,692.308","-80,423,076.923","-63,864,864.865","-74,808,510.638","-69,650,000","-76,846,153.846","122,650,000","41,000,000","187,347,150.259","60,650,000","297,000,000","91,050,000","148,930,817.61","48,200,000","167,600,000","35,800,000","114,868,421.053","28,421,052.632","59,000,000","-4,400,000","42,325,581.395","-3,000,000","22,200,000","-52,571,428.571","-4,200,000","-25,600,000","-34,375,000","-65,855,263.158","-65,855,263.158","-9,200,000","-24,157,894.737","18,600,000","-38,844,444.444","-38,844,444.444","23,314,285.714","23,314,285.714","-9,000,000","17,931,034.483","-7,800,000","-9,000,000","49,000,000","33,828,571.429","288,400,000","-17,600,000","-17,000,000","-50,000,000","-57,000,000","68,600,000","31,000,000","-32,000,000","58,600,000","37,800,000","351,800,000","2,200,000","63,000,000","21,600,000","6,600,000","2,400,000","24,800,000","4,200,000","-19,714,285.714","-9,800,000","1,000,000","-17,142,857.143","-56,229,508.197","-7,000,000","-7,800,000","-17,500,000","-21,230,769.231","4,714,285.714",,"-21,750,000"
InterestIncome,"2,000,000","0","1,000,000","0","1,000,000","1,000,000","0","1,000,000","6,000,000","9,000,000","8,000,000","7,000,000","8,000,000","7,000,000","3,000,000","2,000,000","3,000,000","2,000,000","2,000,000","1,000,000","1,000,000","1,000,000","0","0","1,000,000","2,000,000","0","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","12,000,000","4,000,000","3,000,000","4,000,000","5,000,000","5,000,000","5,000,000","4,000,000","5,000,000","2,000,000","1,000,000","1,000,000","2,000,000","1,000,000","2,000,000","2,000,000","7,000,000","4,000,000","5,000,000",,"10,000,000","9,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"191,000,000","63,000,000","43,000,000","43,000,000","42,000,000","50,000,000","66,000,000","39,000,000","37,000,000","82,000,000","43,000,000","43,000,000","43,000,000","36,000,000","45,000,000","45,000,000","44,000,000","36,000,000","43,000,000","43,000,000","39,000,000","32,000,000","38,000,000","39,000,000","39,000,000","63,000,000","49,000,000","52,000,000","51,000,000","44,000,000","51,000,000","53,000,000","56,000,000","37,000,000","65,000,000","103,000,000","76,000,000","80,000,000","93,000,000","94,000,000","86,000,000","112,000,000","87,000,000","89,000,000","82,000,000","116,000,000","89,000,000","82,000,000","96,000,000","115,000,000","95,000,000","82,000,000","87,000,000","101,000,000","83,000,000","81,000,000",,"110,000,000","82,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-189,000,000","-63,000,000","-42,000,000","-43,000,000","-41,000,000","-49,000,000","-66,000,000","-38,000,000","-31,000,000","-78,000,000","-35,000,000","-36,000,000","-35,000,000","-35,000,000","-42,000,000","-43,000,000","-41,000,000","-40,000,000","-41,000,000","-42,000,000","-38,000,000","-37,000,000","-38,000,000","-39,000,000","-38,000,000","-69,000,000","-49,000,000","-51,000,000","-50,000,000","-51,000,000","-50,000,000","-52,000,000","-55,000,000","-46,000,000","-64,000,000","-102,000,000","-75,000,000","-80,000,000","-89,000,000","-91,000,000","-82,000,000","-107,000,000","-82,000,000","-84,000,000","-78,000,000","-111,000,000","-87,000,000","-81,000,000","-95,000,000","-113,000,000","-94,000,000","-80,000,000","-85,000,000","-94,000,000","-79,000,000","-76,000,000",,"-100,000,000","-73,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"89,000,000","376,000,000","-90,000,000","-40,000,000","-157,000,000","-80,000,000","-323,000,000","-363,000,000","-3,000,000","171,000,000","419,000,000","349,000,000","234,000,000","429,000,000","465,000,000","273,000,000","304,000,000","146,000,000","190,000,000","282,000,000","194,000,000","158,000,000","165,000,000","422,000,000","214,000,000","225,000,000","143,000,000","281,000,000","146,000,000","299,000,000","202,000,000","227,000,000","125,000,000","95,000,000","78,000,000","237,000,000","103,000,000","116,000,000","68,000,000","189,000,000","23,000,000","136,000,000","55,000,000","164,000,000","2,000,000","102,000,000","23,000,000","108,000,000","-8,000,000","41,000,000","1,000,000","22,000,000","-4,000,000","209,000,000","128,000,000","274,000,000","126,000,000","376,000,000","172,000,000","284,000,000","134,000,000","304,000,000","125,000,000","233,000,000","116,000,000","182,000,000","70,000,000","169,000,000","99,000,000","140,000,000","47,000,000","134,000,000","87,000,000","-4,289,000,000","1,480,000,000","32,000,000","105,000,000","81,000,000","-4,196,000,000","1,514,000,000","61,000,000","1,689,000,000","149,000,000","109,000,000","-4,492,000,000","1,607,000,000","98,000,000","1,819,000,000","162,000,000","-575,000,000","388,000,000","87,000,000","49,000,000","40,000,000","-720,000,000","419,000,000","67,000,000","476,000,000","435,000,000","159,000,000","107,000,000","207,000,000","146,000,000","125,000,000","80,000,000","115,000,000","82,000,000","66,000,000","41,000,000","54,000,000","29,000,000","-13,000,000","30,000,000","56,000,000","24,000,000","16,000,000","61,000,000","53,000,000","24,000,000"
EBITDA,"851,000,000"
ReconciledCostOfRevenue,"1,300,000,000","424,000,000","378,000,000","293,000,000","205,000,000","199,000,000","218,000,000","152,000,000","525,000,000","591,000,000","566,000,000","607,000,000","594,000,000","603,000,000","578,000,000","627,000,000","600,000,000","600,000,000","566,000,000","602,000,000","596,000,000","596,000,000","578,000,000","617,000,000","598,000,000","601,000,000","585,000,000","621,000,000","601,000,000","605,000,000","590,000,000","617,000,000","607,000,000","591,000,000","579,000,000","615,000,000","598,000,000","365,000,000","764,000,000","809,000,000","631,000,000","1,035,000,000","747,000,000","780,000,000","591,000,000","940,000,000","668,000,000","699,000,000","548,000,000","1,590,000,000","387,000,000","419,000,000","577,000,000","1,925,000,000","445,000,000","500,000,000","399,000,000","1,940,000,000","453,000,000","491,000,000","640,000,000","614,000,000","427,000,000","426,000,000","310,000,000","454,000,000","325,000,000","357,000,000","305,000,000","417,000,000","323,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"524,000,000","233,000,000","253,000,000","245,000,000","312,000,000","213,000,000","197,000,000","212,000,000","238,000,000","159,000,000","138,000,000","126,000,000","166,000,000","113,000,000","338,000,000","339,000,000","449,000,000","365,000,000","348,000,000","317,000,000"
ReconciledDepreciation,"762,000,000","165,000,000","263,000,000","169,000,000","165,000,000","167,000,000","166,000,000","168,000,000","164,000,000","175,000,000","165,000,000","166,000,000","170,000,000","165,000,000","412,000,000","189,000,000","178,000,000","217,000,000","176,000,000","178,000,000","180,000,000","183,000,000","182,000,000","178,000,000","181,000,000","181,000,000","180,000,000","180,000,000","175,000,000","177,000,000","178,000,000","174,000,000","172,000,000","173,000,000","175,000,000","172,000,000","177,000,000","278,000,000","161,000,000","159,000,000","153,000,000","213,000,000","149,000,000","152,000,000","141,000,000","184,000,000","134,000,000","138,000,000","137,000,000","225,000,000","125,000,000","175,000,000","178,000,000","191,000,000","133,000,000","131,000,000","124,000,000","163,000,000","119,000,000","119,000,000","116,000,000","145,000,000","118,000,000","107,000,000","89,000,000","119,000,000","84,000,000","86,000,000","84,000,000","104,000,000","84,000,000","83,000,000","83,000,000","109,000,000","84,000,000","86,000,000","86,000,000","88,000,000","118,000,000","86,000,000","86,000,000","84,000,000","84,000,000","84,000,000","112,000,000","87,000,000","87,000,000","102,000,000","77,000,000","107,000,000","75,000,000","75,000,000","75,000,000","74,000,000","90,000,000","68,000,000","68,000,000","67,000,000","68,000,000","427,000,000","-59,000,000","-67,000,000","-58,000,000","-78,000,000","-56,000,000","-51,000,000","-51,000,000","-54,000,000","-41,000,000","-33,000,000","-34,000,000","3,000,000","-41,000,000","-42,000,000","-42,000,000","-48,000,000","-39,000,000","-42,000,000","-40,000,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-11,000,000","320,000,000","-119,000,000","-60,000,000","-152,000,000","-64,000,000","-313,000,000","-352,000,000","-3,000,000","80,000,000","368,000,000","286,000,000","186,000,000","303,000,000","322,000,000","209,000,000","253,000,000","92,000,000","104,000,000","210,000,000","158,000,000","126,000,000","107,000,000","347,000,000","182,000,000","163,000,000","85,000,000","212,000,000","98,000,000","254,000,000","144,000,000","155,000,000","70,000,000","53,000,000","3,000,000","117,000,000","30,000,000","15,000,000","-34,000,000","82,000,000","-52,000,000","17,000,000","-33,000,000","65,000,000","-60,000,000","-4,000,000","-58,000,000","19,000,000","-82,000,000","-63,000,000","-66,000,000","-69,000,000","-76,000,000","122,000,000","41,000,000","179,000,000","60,000,000","266,000,000","93,000,000","148,000,000","43,000,000","161,000,000","34,000,000","97,000,000","18,000,000","59,000,000","-5,000,000","91,000,000","-6,000,000","18,000,000","-46,000,000","-3,000,000","-32,000,000","-110,000,000","-65,000,000","-65,000,000","-14,000,000","-34,000,000","-9,000,000","-38,000,000","-38,000,000","24,000,000","24,000,000","-18,000,000","-20,000,000","-6,000,000","-6,000,000","49,000,000","32,000,000","286,000,000","-17,000,000","-17,000,000","-50,000,000","-57,000,000","59,000,000","31,000,000","-32,000,000","61,000,000","45,000,000","242,000,000","4,000,000","66,000,000","30,000,000","9,000,000","6,000,000","26,000,000","6,000,000","-6,000,000","-2,000,000","7,000,000","-12,000,000","-49,000,000","-4,000,000","-3,000,000","-14,000,000","-12,000,000","11,000,000",,"-18,000,000"
TotalUnusualItemsExcludingGoodwill,"315,000,000","310,000,000","5,000,000",,,"206,000,000","-1,000,000","1,000,000","-1,000,000","1,000,000","274,000,000","58,000,000","5,000,000","242,000,000","548,000,000","-1,000,000","120,000,000","13,000,000","58,000,000","31,000,000","17,000,000","12,000,000","25,000,000","174,000,000","63,000,000","39,000,000","8,000,000","29,000,000","9,000,000","188,000,000","7,000,000","-3,000,000","1,000,000","-12,000,000","-1,000,000","22,000,000","14,000,000","10,000,000","1,000,000","1,000,000","1,000,000","4,000,000","1,000,000","3,000,000","3,000,000","1,000,000","-1,000,000","-3,000,000","-2,000,000","1,000,000","12,000,000","1,000,000","1,000,000","-1,000,000","0","-9,000,000","-1,000,000","-31,000,000","3,000,000","-1,000,000","-8,000,000","-11,000,000","-3,000,000","-21,000,000","-11,000,000","0","-1,000,000","69,000,000","-3,000,000","-7,000,000","8,000,000","2,000,000","-7,000,000","-77,000,000","1,000,000","1,000,000","-8,000,000","-11,000,000","-46,000,000","1,000,000","1,000,000","1,000,000","1,000,000","-15,000,000","-50,000,000","3,000,000","3,000,000",,"-2,000,000","-4,000,000","1,000,000",,"0","0","-16,000,000",,,"4,000,000","12,000,000","-183,000,000","3,000,000","5,000,000","14,000,000","4,000,000","6,000,000","2,000,000","3,000,000","16,000,000","13,000,000","10,000,000","6,000,000","9,000,000","5,000,000","8,000,000","5,000,000","10,000,000","8,000,000",,"5,000,000"
TotalUnusualItems,"315,000,000","310,000,000","5,000,000",,,"206,000,000","-1,000,000","1,000,000","-1,000,000","1,000,000","274,000,000","58,000,000","5,000,000","242,000,000","548,000,000","-1,000,000","120,000,000","13,000,000","58,000,000","31,000,000","17,000,000","12,000,000","25,000,000","174,000,000","63,000,000","39,000,000","8,000,000","29,000,000","9,000,000","188,000,000","7,000,000","-3,000,000","1,000,000","-12,000,000","-1,000,000","22,000,000","14,000,000","10,000,000","1,000,000","1,000,000","1,000,000","4,000,000","1,000,000","3,000,000","3,000,000","1,000,000","-1,000,000","-3,000,000","-2,000,000","1,000,000","12,000,000","1,000,000","1,000,000","-1,000,000","0","-9,000,000","-1,000,000","-31,000,000","3,000,000","-1,000,000","-8,000,000","-11,000,000","-3,000,000","-21,000,000","-11,000,000","0","-1,000,000","69,000,000","-3,000,000","-7,000,000","8,000,000","2,000,000","-7,000,000","-77,000,000","1,000,000","1,000,000","-8,000,000","-11,000,000","-46,000,000","1,000,000","1,000,000","1,000,000","1,000,000","-15,000,000","-50,000,000","3,000,000","3,000,000",,"-2,000,000","-4,000,000","1,000,000",,"0","0","-16,000,000",,,"4,000,000","12,000,000","-183,000,000","3,000,000","5,000,000","14,000,000","4,000,000","6,000,000","2,000,000","3,000,000","16,000,000","13,000,000","10,000,000","6,000,000","9,000,000","5,000,000","8,000,000","5,000,000","10,000,000","8,000,000",,"5,000,000"
NormalizedEBITDA,"536,000,000","231,000,000","168,000,000","129,000,000","8,000,000","-119,000,000","-156,000,000","-196,000,000","162,000,000","345,000,000","310,000,000","457,000,000","399,000,000","352,000,000","329,000,000","463,000,000","362,000,000","350,000,000","308,000,000","429,000,000","357,000,000","329,000,000","322,000,000","426,000,000","332,000,000","367,000,000","315,000,000","432,000,000","312,000,000","288,000,000","373,000,000","404,000,000","296,000,000","280,000,000","256,000,000","389,000,000","266,000,000","385,000,000","228,000,000","347,000,000","175,000,000","345,000,000","203,000,000","313,000,000","140,000,000","285,000,000","158,000,000","250,000,000","131,000,000","265,000,000","127,000,000","217,000,000","173,000,000","404,000,000","261,000,000","414,000,000","251,000,000","570,000,000","288,000,000","404,000,000","258,000,000","460,000,000","247,000,000","361,000,000","216,000,000","301,000,000","156,000,000","186,000,000","186,000,000","251,000,000","124,000,000","215,000,000","177,000,000","-4,103,000,000","1,563,000,000","117,000,000","199,000,000","180,000,000","-4,032,000,000","1,599,000,000","146,000,000","1,772,000,000","232,000,000","208,000,000","-4,330,000,000","1,691,000,000","182,000,000","1,921,000,000","241,000,000","-464,000,000","462,000,000","162,000,000","124,000,000","114,000,000","-614,000,000","487,000,000","135,000,000","539,000,000","491,000,000","769,000,000","163,000,000","269,000,000","190,000,000","199,000,000","130,000,000","164,000,000","130,000,000","104,000,000","69,000,000","77,000,000","57,000,000","-19,000,000","84,000,000","72,000,000","61,000,000","54,000,000","93,300,000","94,000,000","59,000,000"
TaxRateForCalcs,"0.27","0.27","0.098","0.265","0.231","0.27","0.188","0.114","0.27","0.09","0.011","0.052","0.01","0.221","0.1","0.075","0.015","0.155","0.286","0.113","0.4","0.4","0.15","0.084","0.4","0.4","0.096","0.057","0.4","0.35","0.04","0.086","0.35","0.034","0.35","0.112","0.35","0.35","0.35","0.126","0.206","0.333","0.35","0.107","0.25","0.35","0.076","0.231","0.212","0.135","0.266","0.35","0.154","0.35","0.089","0.073","0.35","0","0.35","0.069","0.35","0.4","0.4","0.149","0.053","0.017","0.4","0.295","0","0.4","0.179","0.4","0.086","0.018","0.145","0.145","0.4","0.105","0.4","0.156","0.156","0.314","0.314","0.4","0.241","0.4","0","0.197","0.086","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.143","0.4","0.4","0.143","0.197","0.4","0.4","0.3","0.077","0.214",,"0.25"
TaxEffectOfUnusualItems,"85,050,000","83,700,000","488,721.805","0","0","55,620,000","-187,660.668","114,427.861","-270,000","89,887.64","2,914,893.617","3,032,679.739","52,356.021","53,572,519.084","54,800,000","-74,561.404","1,846,153.846","2,009,090.909","16,571,428.571","3,502,092.05","6,800,000","4,800,000","3,740,157.48","14,537,859.008","25,200,000","15,600,000","765,957.447","1,646,288.21","3,600,000","65,800,000","278,145.695","-258,620.69","350,000","-413,793.103","-350,000","2,462,686.567","4,900,000","3,500,000","350,000","126,315.789","206,349.206","1,333,333.333","350,000","320,000","750,000","350,000","-75,757.576","-692,307.692","-423,076.923","135,135.135","3,191,489.362","350,000","153,846.154","-350,000","0","-652,849.741","-350,000","0","1,050,000","-69,182.39","-2,800,000","-4,400,000","-1,200,000","-3,131,578.947","-578,947.368","0","-400,000","20,325,581.395","0","-2,800,000","1,428,571.429","800,000","-600,000","-1,375,000","144,736.842","144,736.842","-3,200,000","-1,157,894.737","-18,400,000","155,555.556","155,555.556","314,285.714","314,285.714","-6,000,000","-12,068,965.517","1,200,000","0","0","-171,428.571","-1,600,000","400,000","0","0","0","-6,400,000","0","0","1,600,000","4,800,000","-73,200,000","1,200,000","2,000,000","5,600,000","1,600,000","2,400,000","800,000","1,200,000","2,285,714.286","5,200,000","4,000,000","857,142.857","1,770,491.803","2,000,000","3,200,000","1,500,000","769,230.769","1,714,285.714",,"1,250,000"
